customer_id,age,gender,nationality,emirate,income_bracket,marital_status,household_size
C04014,30,Female,Emirati,Abu Dhabi,3000-7000 AED,Married,7
C04015,30,Male,Indian,Dubai,<3000 AED,Single,5
C04016,37,Male,Egyptian,Abu Dhabi,3000-7000 AED,Single,2
C04017,32,Female,Indian,Sharjah,3000-7000 AED,Married,3
C04018,36,Male,Bangladeshi,Dubai,7000-15000 AED,Single,4
C04019,18,Male,Pakistani,Dubai,3000-7000 AED,Single,1
C04020,43,Male,Pakistani,Sharjah,3000-7000 AED,Married,6
C04021,46,Female,Indian,Dubai,3000-7000 AED,Single,5
C04022,47,Male,Pakistani,Sharjah,3000-7000 AED,Single,2
C04023,40,Female,Filipino,Dubai,7000-15000 AED,Single,3
C04024,35,Male,Egyptian,Ajman,7000-15000 AED,Single,4
C04025,30,Male,Indian,Dubai,<3000 AED,Other,5
C04026,37,Female,Indian,Sharjah,3000-7000 AED,Married,3
C04027,18,Male,Indian,Fujairah,3000-7000 AED,Married,3
C04028,41,Female,Indian,Sharjah,3000-7000 AED,Single,5
C04029,40,Female,Indian,Dubai,7000-15000 AED,Married,5
C04030,33,Female,Other,Sharjah,<3000 AED,Single,3
C04031,19,Male,Indian,Sharjah,3000-7000 AED,Married,4
C04032,42,Male,Bangladeshi,Abu Dhabi,<3000 AED,Single,4
C04033,18,Female,Indian,Dubai,7000-15000 AED,Single,4
C04034,30,Male,Egyptian,Dubai,3000-7000 AED,Single,1
C04035,55,Male,Indian,Dubai,>15000 AED,Married,5
C04036,30,Male,Filipino,Sharjah,3000-7000 AED,Married,4
C04037,54,Male,American,Dubai,<3000 AED,Married,4
C04038,24,Male,Emirati,Dubai,7000-15000 AED,Single,5
C04039,48,Male,Egyptian,Dubai,7000-15000 AED,Married,2
C04040,33,Male,Pakistani,Abu Dhabi,3000-7000 AED,Married,2
C04041,46,Female,Jordanian,Dubai,<3000 AED,Single,6
C04042,41,Male,Filipino,Abu Dhabi,3000-7000 AED,Married,5
C04043,27,Male,Emirati,Ajman,3000-7000 AED,Married,6
C04044,34,Male,Indian,Sharjah,>15000 AED,Single,1
C04045,21,Female,Pakistani,Sharjah,3000-7000 AED,Single,2
C04046,29,Female,Indian,Dubai,7000-15000 AED,Single,3
C04047,36,Male,Emirati,Dubai,3000-7000 AED,Single,6
C04048,25,Female,Indian,Ras Al Khaimah,3000-7000 AED,Single,3
C04049,47,Female,Emirati,Sharjah,3000-7000 AED,Married,4
C04050,19,Male,Pakistani,Ajman,<3000 AED,Married,3
C04051,39,Male,Bangladeshi,Fujairah,<3000 AED,Married,2
C04052,49,Female,Indian,Dubai,>15000 AED,Single,6
C04053,42,Male,Indian,Sharjah,3000-7000 AED,Married,5
C04054,47,Male,Other,Ajman,7000-15000 AED,Married,4
C04055,30,Male,Pakistani,Ras Al Khaimah,<3000 AED,Single,1
C04056,35,Male,Indian,Sharjah,<3000 AED,Married,6
C04057,66,Female,Jordanian,Dubai,3000-7000 AED,Single,2
C04058,40,Female,Jordanian,Dubai,<3000 AED,Single,5
C04059,19,Male,Indian,Sharjah,7000-15000 AED,Married,5
C04060,27,Female,Indian,Ras Al Khaimah,3000-7000 AED,Other,3
C04061,28,Male,Emirati,Abu Dhabi,3000-7000 AED,Married,8
C04062,47,Female,Pakistani,Dubai,3000-7000 AED,Single,4
C04063,29,Female,Indian,Dubai,3000-7000 AED,Single,8
C04064,43,Female,Pakistani,Sharjah,>15000 AED,Married,1
C04065,33,Male,Bangladeshi,Abu Dhabi,>15000 AED,Married,8
C04066,30,Female,Other,Ajman,3000-7000 AED,Married,5
C04067,25,Male,Indian,Dubai,3000-7000 AED,Single,3
C04068,33,Female,Indian,Dubai,<3000 AED,Single,8
C04069,33,Male,Indian,Dubai,3000-7000 AED,Single,4
C04070,36,Female,Jordanian,Sharjah,3000-7000 AED,Single,4
C04071,23,Male,Bangladeshi,Ras Al Khaimah,7000-15000 AED,Single,3
C04072,52,Male,Other,Ras Al Khaimah,7000-15000 AED,Single,3
C04073,18,Male,American,Umm Al Quwain,<3000 AED,Single,6
C04074,31,Male,Other,Ajman,7000-15000 AED,Single,5
C04075,30,Male,Other,Dubai,3000-7000 AED,Married,3
C04076,39,Female,Other,Ras Al Khaimah,3000-7000 AED,Single,3
C04077,26,Male,Other,Abu Dhabi,3000-7000 AED,Single,2
C04078,32,Male,Pakistani,Fujairah,3000-7000 AED,Single,3
C04079,38,Male,Bangladeshi,Dubai,<3000 AED,Single,3
C04080,23,Female,Emirati,Dubai,<3000 AED,Single,1
C04081,51,Female,Pakistani,Sharjah,<3000 AED,Married,5
C04082,43,Male,Other,Dubai,7000-15000 AED,Single,7
C04083,55,Male,Other,Abu Dhabi,7000-15000 AED,Married,1
C04084,33,Female,Indian,Ras Al Khaimah,3000-7000 AED,Married,4
C04085,33,Male,Other,Abu Dhabi,>15000 AED,Single,5
C04086,27,Female,Indian,Fujairah,7000-15000 AED,Married,4
C04087,38,Male,Filipino,Dubai,<3000 AED,Single,3
C04088,27,Female,American,Dubai,<3000 AED,Single,1
C04089,42,Male,Jordanian,Dubai,3000-7000 AED,Married,7
C04090,35,Female,Indian,Dubai,3000-7000 AED,Married,5
C04091,34,Female,Egyptian,Dubai,3000-7000 AED,Single,3
C04092,44,Male,Filipino,Abu Dhabi,>15000 AED,Married,5
C04093,39,Male,Indian,Abu Dhabi,>15000 AED,Single,2
C04094,27,Female,Indian,Dubai,7000-15000 AED,Married,4
C04095,26,Male,Other,Dubai,7000-15000 AED,Married,1
C04096,24,Female,Indian,Dubai,<3000 AED,Single,5
C04097,28,Female,Emirati,Ras Al Khaimah,3000-7000 AED,Single,4
C04098,44,Female,Indian,Ajman,>15000 AED,Married,4
C04099,39,Male,Other,Dubai,3000-7000 AED,Married,5
C04100,44,Male,Indian,Sharjah,>15000 AED,Married,8
C04101,30,Female,Indian,Dubai,<3000 AED,Single,6
C04102,37,Male,Filipino,Dubai,3000-7000 AED,Single,8
C04103,40,Male,Indian,Sharjah,7000-15000 AED,Married,5
C04104,32,Female,Other,Abu Dhabi,3000-7000 AED,Single,8
C04105,36,Male,Emirati,Dubai,3000-7000 AED,Married,3
C04106,36,Female,Egyptian,Dubai,3000-7000 AED,Married,4
C04107,23,Female,Indian,Dubai,3000-7000 AED,Single,4
C04108,36,Female,Egyptian,Dubai,>15000 AED,Married,8
C04109,37,Female,Egyptian,Ras Al Khaimah,<3000 AED,Single,7
C04110,31,Male,Egyptian,Dubai,3000-7000 AED,Single,3
C04111,24,Male,Indian,Ras Al Khaimah,3000-7000 AED,Married,1
C04112,38,Male,Bangladeshi,Sharjah,7000-15000 AED,Married,1
C04113,37,Male,Indian,Fujairah,7000-15000 AED,Married,5
C04114,19,Male,Other,Sharjah,3000-7000 AED,Married,5
C04115,32,Male,Other,Dubai,3000-7000 AED,Single,2
C04116,41,Female,Indian,Dubai,3000-7000 AED,Married,2
C04117,35,Female,Bangladeshi,Dubai,3000-7000 AED,Single,2
C04118,31,Female,Other,Dubai,3000-7000 AED,Single,2
C04119,18,Male,Indian,Abu Dhabi,7000-15000 AED,Single,2
C04120,24,Male,Filipino,Sharjah,3000-7000 AED,Married,7
C04121,41,Female,Filipino,Dubai,3000-7000 AED,Single,4
C04122,50,Male,Emirati,Umm Al Quwain,3000-7000 AED,Single,4
C04123,32,Male,Indian,Abu Dhabi,<3000 AED,Married,4
C04124,39,Female,Bangladeshi,Abu Dhabi,<3000 AED,Single,2
C04125,31,Female,Indian,Sharjah,3000-7000 AED,Married,5
C04126,27,Female,Pakistani,Dubai,3000-7000 AED,Married,1
C04127,27,Female,Other,Dubai,3000-7000 AED,Single,6
C04128,28,Male,Other,Dubai,7000-15000 AED,Married,4
C04129,38,Female,Indian,Abu Dhabi,7000-15000 AED,Married,4
C04130,41,Female,Indian,Dubai,<3000 AED,Married,3
C04131,25,Male,Other,Ras Al Khaimah,3000-7000 AED,Single,2
C04132,18,Male,Bangladeshi,Ajman,7000-15000 AED,Married,2
C04133,21,Female,Indian,Dubai,<3000 AED,Married,5
C04134,33,Male,Other,Dubai,7000-15000 AED,Single,8
C04135,38,Male,Indian,Sharjah,<3000 AED,Single,3
C04136,37,Male,Pakistani,Dubai,3000-7000 AED,Single,2
C04137,41,Male,Emirati,Abu Dhabi,<3000 AED,Single,2
C04138,37,Male,Pakistani,Sharjah,<3000 AED,Single,3
C04139,18,Female,Emirati,Fujairah,<3000 AED,Single,3
C04140,18,Male,Indian,Dubai,7000-15000 AED,Single,2
C04141,42,Male,Emirati,Abu Dhabi,<3000 AED,Single,4
C04142,18,Female,Other,Abu Dhabi,3000-7000 AED,Single,3
C04143,36,Female,Indian,Ras Al Khaimah,3000-7000 AED,Single,5
C04144,45,Male,British,Dubai,3000-7000 AED,Married,5
C04145,24,Male,American,Dubai,7000-15000 AED,Married,3
C04146,44,Male,Bangladeshi,Fujairah,3000-7000 AED,Single,3
C04147,42,Male,Indian,Dubai,<3000 AED,Married,3
C04148,29,Female,Pakistani,Dubai,<3000 AED,Married,3
C04149,30,Female,Filipino,Ajman,<3000 AED,Single,4
C04150,37,Male,Other,Umm Al Quwain,3000-7000 AED,Married,5
C04151,25,Female,Pakistani,Umm Al Quwain,7000-15000 AED,Single,1
C04152,43,Male,Indian,Abu Dhabi,3000-7000 AED,Single,2
C04153,40,Male,Filipino,Dubai,<3000 AED,Single,4
C04154,18,Male,Filipino,Dubai,>15000 AED,Single,1
C04155,42,Male,Indian,Sharjah,>15000 AED,Single,2
C04156,28,Male,Egyptian,Dubai,7000-15000 AED,Single,3
C04157,30,Male,Filipino,Dubai,3000-7000 AED,Married,6
C04158,38,Female,Indian,Dubai,3000-7000 AED,Single,4
C04159,33,Male,Indian,Dubai,>15000 AED,Single,4
C04160,30,Male,Indian,Sharjah,3000-7000 AED,Married,3
C04161,24,Male,Indian,Abu Dhabi,>15000 AED,Single,6
C04162,24,Male,Indian,Abu Dhabi,<3000 AED,Married,5
C04163,24,Male,Indian,Dubai,<3000 AED,Married,3
C04164,43,Male,Indian,Ras Al Khaimah,3000-7000 AED,Single,4
C04165,51,Female,Other,Ajman,7000-15000 AED,Married,8
C04166,47,Male,Other,Dubai,3000-7000 AED,Single,5
C04167,32,Male,Indian,Sharjah,3000-7000 AED,Married,4
C04168,25,Male,Other,Dubai,3000-7000 AED,Single,6
C04169,26,Male,Indian,Dubai,7000-15000 AED,Married,3
C04170,29,Male,Pakistani,Dubai,7000-15000 AED,Married,5
C04171,35,Female,Pakistani,Ajman,7000-15000 AED,Married,6
C04172,18,Male,British,Dubai,<3000 AED,Married,2
C04173,50,Male,Indian,Ajman,<3000 AED,Married,8
C04174,25,Male,Egyptian,Dubai,3000-7000 AED,Single,5
C04175,37,Female,Indian,Dubai,3000-7000 AED,Married,4
C04176,22,Female,Indian,Dubai,<3000 AED,Single,2
C04177,43,Male,Bangladeshi,Dubai,<3000 AED,Single,3
C04178,33,Female,Bangladeshi,Ras Al Khaimah,3000-7000 AED,Single,4
C04179,55,Female,Filipino,Dubai,7000-15000 AED,Single,8
C04180,44,Male,Bangladeshi,Ras Al Khaimah,7000-15000 AED,Single,3
C04181,42,Female,Other,Dubai,7000-15000 AED,Single,3
C04182,30,Female,Filipino,Abu Dhabi,3000-7000 AED,Single,5
C04183,23,Female,Indian,Dubai,3000-7000 AED,Married,2
C04184,34,Male,Other,Dubai,7000-15000 AED,Married,4
C04185,47,Male,Indian,Dubai,<3000 AED,Married,6
C04186,48,Female,Other,Sharjah,3000-7000 AED,Married,4
C04187,53,Male,Indian,Abu Dhabi,3000-7000 AED,Single,5
C04188,54,Male,Other,Fujairah,>15000 AED,Single,2
C04189,23,Female,Other,Abu Dhabi,7000-15000 AED,Single,5
C04190,45,Female,British,Dubai,3000-7000 AED,Married,4
C04191,35,Male,Indian,Abu Dhabi,>15000 AED,Married,5
C04192,32,Female,Indian,Dubai,<3000 AED,Single,3
C04193,45,Female,Indian,Dubai,3000-7000 AED,Single,6
C04194,40,Female,Emirati,Dubai,3000-7000 AED,Single,1
C04195,26,Female,Bangladeshi,Sharjah,>15000 AED,Married,5
C04196,34,Male,Indian,Fujairah,3000-7000 AED,Married,3
C04197,32,Female,Other,Sharjah,3000-7000 AED,Single,4
C04198,42,Male,Jordanian,Fujairah,<3000 AED,Single,3
C04199,18,Male,Other,Sharjah,3000-7000 AED,Married,4
C04200,53,Male,Indian,Sharjah,3000-7000 AED,Single,2
C04201,34,Male,Pakistani,Dubai,<3000 AED,Single,4
C04202,18,Male,Indian,Dubai,3000-7000 AED,Single,6
C04203,25,Female,Indian,Abu Dhabi,<3000 AED,Married,3
C04204,47,Male,Indian,Dubai,<3000 AED,Single,3
C04205,34,Female,Indian,Sharjah,3000-7000 AED,Single,3
C04206,32,Male,Jordanian,Abu Dhabi,7000-15000 AED,Single,3
C04207,45,Male,Bangladeshi,Dubai,7000-15000 AED,Single,5
C04208,39,Male,Pakistani,Dubai,3000-7000 AED,Married,1
C04209,47,Male,Indian,Dubai,>15000 AED,Single,7
C04210,39,Male,Indian,Dubai,7000-15000 AED,Single,3
C04211,50,Female,Indian,Dubai,3000-7000 AED,Married,3
C04212,33,Male,Jordanian,Dubai,3000-7000 AED,Married,2
C04213,23,Male,American,Ajman,3000-7000 AED,Single,4
C04214,28,Male,Indian,Abu Dhabi,<3000 AED,Single,5
C04215,45,Female,Indian,Dubai,3000-7000 AED,Single,6
C04216,29,Female,Other,Dubai,3000-7000 AED,Married,5
C04217,40,Male,Pakistani,Dubai,7000-15000 AED,Married,1
C04218,31,Female,Emirati,Dubai,7000-15000 AED,Married,6
C04219,61,Male,Indian,Abu Dhabi,3000-7000 AED,Single,7
C04220,45,Male,American,Dubai,3000-7000 AED,Married,1
C04221,30,Male,Indian,Dubai,<3000 AED,Married,4
C04222,23,Male,Other,Sharjah,7000-15000 AED,Single,4
C04223,53,Male,Egyptian,Sharjah,<3000 AED,Single,6
C04224,36,Female,Other,Sharjah,3000-7000 AED,Single,7
C04225,23,Male,Indian,Dubai,3000-7000 AED,Single,2
C04226,36,Female,Filipino,Abu Dhabi,>15000 AED,Single,4
C04227,37,Female,British,Ras Al Khaimah,3000-7000 AED,Married,5
C04228,36,Female,Other,Dubai,7000-15000 AED,Single,1
C04229,30,Female,Pakistani,Ajman,7000-15000 AED,Single,3
C04230,38,Male,Bangladeshi,Dubai,>15000 AED,Married,2
C04231,21,Female,Filipino,Abu Dhabi,3000-7000 AED,Single,3
C04232,29,Female,Indian,Abu Dhabi,>15000 AED,Single,3
C04233,31,Female,Jordanian,Dubai,<3000 AED,Single,1
C04234,21,Male,Indian,Sharjah,7000-15000 AED,Married,8
C04235,34,Female,Jordanian,Dubai,3000-7000 AED,Married,4
C04236,48,Female,Indian,Dubai,3000-7000 AED,Married,6
C04237,18,Male,Indian,Dubai,7000-15000 AED,Married,5
C04238,30,Male,Egyptian,Ajman,3000-7000 AED,Married,5
C04239,26,Male,Jordanian,Dubai,3000-7000 AED,Single,1
C04240,42,Male,Bangladeshi,Dubai,>15000 AED,Single,4
C04241,42,Male,Indian,Abu Dhabi,3000-7000 AED,Single,5
C04242,40,Female,Indian,Abu Dhabi,<3000 AED,Married,4
C04243,22,Female,Indian,Dubai,7000-15000 AED,Single,5
C04244,50,Female,Other,Ras Al Khaimah,3000-7000 AED,Single,4
C04245,28,Female,Indian,Dubai,7000-15000 AED,Married,6
C04246,33,Female,Emirati,Abu Dhabi,<3000 AED,Single,1
C04247,20,Male,Filipino,Dubai,3000-7000 AED,Married,3
C04248,50,Male,American,Dubai,3000-7000 AED,Other,5
C04249,34,Female,Pakistani,Sharjah,3000-7000 AED,Married,7
C04250,32,Male,Egyptian,Dubai,3000-7000 AED,Single,3
C04251,28,Male,Emirati,Abu Dhabi,3000-7000 AED,Married,3
C04252,26,Female,Emirati,Sharjah,3000-7000 AED,Married,4
C04253,26,Male,Bangladeshi,Abu Dhabi,3000-7000 AED,Married,4
C04254,46,Female,Emirati,Abu Dhabi,3000-7000 AED,Single,3
C04255,39,Female,Jordanian,Fujairah,<3000 AED,Single,4
C04256,22,Male,Other,Abu Dhabi,<3000 AED,Single,5
C04257,26,Male,Indian,Abu Dhabi,3000-7000 AED,Married,4
C04258,49,Female,Indian,Sharjah,>15000 AED,Married,7
C04259,18,Female,Pakistani,Abu Dhabi,3000-7000 AED,Single,4
C04260,43,Female,Pakistani,Dubai,<3000 AED,Married,7
C04261,28,Male,Egyptian,Abu Dhabi,>15000 AED,Single,4
C04262,39,Male,British,Dubai,<3000 AED,Married,4
C04263,27,Male,Indian,Sharjah,3000-7000 AED,Married,2
C04264,30,Male,Indian,Fujairah,3000-7000 AED,Single,2
C04265,37,Male,Indian,Fujairah,3000-7000 AED,Single,6
C04266,40,Male,Indian,Dubai,3000-7000 AED,Married,1
C04267,33,Female,Indian,Ajman,7000-15000 AED,Married,3
C04268,49,Male,Other,Dubai,3000-7000 AED,Single,4
C04269,26,Female,Indian,Dubai,<3000 AED,Married,6
C04270,31,Female,American,Abu Dhabi,3000-7000 AED,Single,3
C04271,26,Male,Indian,Sharjah,>15000 AED,Single,3
C04272,39,Female,Indian,Ras Al Khaimah,<3000 AED,Married,2
C04273,34,Female,Indian,Ras Al Khaimah,7000-15000 AED,Married,5
C04274,20,Male,Other,Umm Al Quwain,<3000 AED,Married,1
C04275,33,Female,American,Dubai,3000-7000 AED,Married,3
C04276,26,Male,Indian,Dubai,3000-7000 AED,Single,4
C04277,37,Male,Emirati,Dubai,<3000 AED,Married,6
C04278,35,Male,Bangladeshi,Dubai,7000-15000 AED,Married,1
C04279,26,Male,Egyptian,Dubai,7000-15000 AED,Single,4
C04280,18,Female,Bangladeshi,Dubai,3000-7000 AED,Married,4
C04281,30,Male,Indian,Abu Dhabi,<3000 AED,Married,4
C04282,36,Male,Indian,Abu Dhabi,7000-15000 AED,Married,8
C04283,22,Female,Pakistani,Abu Dhabi,<3000 AED,Married,3
C04284,48,Male,Filipino,Dubai,3000-7000 AED,Married,4
C04285,37,Female,Emirati,Dubai,7000-15000 AED,Married,3
C04286,39,Male,Egyptian,Dubai,3000-7000 AED,Single,2
C04287,40,Male,Other,Dubai,<3000 AED,Married,3
C04288,39,Female,Indian,Sharjah,3000-7000 AED,Single,2
C04289,45,Female,Emirati,Sharjah,3000-7000 AED,Married,7
C04290,23,Male,Indian,Sharjah,3000-7000 AED,Married,4
C04291,35,Female,Pakistani,Abu Dhabi,<3000 AED,Married,4
C04292,42,Male,Indian,Abu Dhabi,<3000 AED,Married,6
C04293,39,Male,Emirati,Dubai,7000-15000 AED,Single,4
C04294,19,Male,Emirati,Abu Dhabi,3000-7000 AED,Single,2
C04295,57,Male,Filipino,Sharjah,3000-7000 AED,Married,4
C04296,37,Male,Bangladeshi,Ajman,<3000 AED,Single,6
C04297,42,Male,Indian,Abu Dhabi,<3000 AED,Married,1
C04298,25,Male,Bangladeshi,Sharjah,<3000 AED,Single,6
C04299,18,Female,Indian,Dubai,<3000 AED,Single,5
C04300,28,Male,Filipino,Dubai,<3000 AED,Married,2
C04301,46,Female,Pakistani,Dubai,7000-15000 AED,Single,5
C04302,35,Male,Filipino,Abu Dhabi,>15000 AED,Married,2
C04303,36,Male,Filipino,Abu Dhabi,3000-7000 AED,Single,5
C04304,44,Male,Egyptian,Dubai,3000-7000 AED,Married,5
C04305,20,Male,Other,Sharjah,3000-7000 AED,Married,3
C04306,48,Female,Indian,Abu Dhabi,3000-7000 AED,Married,4
C04307,30,Female,Indian,Abu Dhabi,7000-15000 AED,Married,2
C04308,26,Male,Pakistani,Abu Dhabi,3000-7000 AED,Married,2
C04309,27,Female,Jordanian,Dubai,3000-7000 AED,Married,5
C04310,18,Male,Indian,Fujairah,<3000 AED,Married,2
C04311,33,Female,Other,Abu Dhabi,<3000 AED,Married,1
C04312,34,Male,Indian,Ajman,>15000 AED,Other,5
C04313,36,Female,Other,Ajman,3000-7000 AED,Married,3
C04314,34,Male,Other,Dubai,3000-7000 AED,Single,3
C04315,52,Female,Indian,Dubai,<3000 AED,Married,5
C04316,36,Female,Emirati,Dubai,3000-7000 AED,Single,6
C04317,40,Male,Indian,Dubai,<3000 AED,Single,7
C04318,50,Female,Indian,Dubai,<3000 AED,Single,3
C04319,22,Female,Indian,Dubai,>15000 AED,Other,6
C04320,41,Female,Indian,Dubai,3000-7000 AED,Single,5
C04321,44,Male,Indian,Dubai,3000-7000 AED,Single,4
C04322,41,Male,Bangladeshi,Dubai,3000-7000 AED,Single,2
C04323,37,Male,Bangladeshi,Ajman,3000-7000 AED,Married,2
C04324,26,Male,Indian,Sharjah,7000-15000 AED,Single,7
C04325,26,Male,Other,Dubai,3000-7000 AED,Married,3
C04326,32,Female,Filipino,Abu Dhabi,7000-15000 AED,Married,7
C04327,49,Other,Emirati,Dubai,>15000 AED,Single,5
C04328,22,Female,Jordanian,Sharjah,>15000 AED,Single,5
C04329,51,Female,Indian,Ras Al Khaimah,7000-15000 AED,Married,5
C04330,27,Female,Other,Fujairah,3000-7000 AED,Married,5
C04331,27,Male,Pakistani,Ajman,3000-7000 AED,Married,3
C04332,27,Male,Indian,Dubai,>15000 AED,Single,2
C04333,31,Male,Other,Abu Dhabi,3000-7000 AED,Single,2
C04334,37,Female,Indian,Abu Dhabi,7000-15000 AED,Single,5
C04335,36,Female,Emirati,Dubai,3000-7000 AED,Single,3
C04336,21,Female,Pakistani,Dubai,7000-15000 AED,Single,1
C04337,41,Male,British,Ras Al Khaimah,3000-7000 AED,Married,4
C04338,62,Female,Indian,Dubai,7000-15000 AED,Single,2
C04339,46,Male,Indian,Abu Dhabi,<3000 AED,Single,2
C04340,38,Female,Filipino,Dubai,<3000 AED,Married,4
C04341,42,Male,Egyptian,Abu Dhabi,<3000 AED,Married,3
C04342,47,Male,Indian,Abu Dhabi,<3000 AED,Single,4
C04343,48,Female,Jordanian,Dubai,<3000 AED,Married,6
C04344,53,Male,Emirati,Dubai,<3000 AED,Other,5
C04345,45,Male,Indian,Sharjah,3000-7000 AED,Married,3
C04346,18,Male,Filipino,Ajman,3000-7000 AED,Married,1
C04347,45,Female,Pakistani,Dubai,>15000 AED,Married,8
C04348,32,Male,Indian,Dubai,7000-15000 AED,Married,3
C04349,30,Male,Indian,Dubai,7000-15000 AED,Married,2
C04350,37,Female,Other,Sharjah,>15000 AED,Married,8
C04351,28,Male,Other,Abu Dhabi,3000-7000 AED,Single,5
C04352,36,Female,Other,Ajman,7000-15000 AED,Married,4
C04353,31,Male,Pakistani,Abu Dhabi,3000-7000 AED,Married,8
C04354,24,Female,Filipino,Dubai,<3000 AED,Married,6
C04355,41,Female,Other,Dubai,3000-7000 AED,Married,1
C04356,37,Female,Bangladeshi,Dubai,3000-7000 AED,Single,3
C04357,20,Male,Indian,Sharjah,3000-7000 AED,Married,6
C04358,43,Male,Filipino,Dubai,3000-7000 AED,Married,4
C04359,43,Male,Bangladeshi,Abu Dhabi,3000-7000 AED,Married,5
C04360,30,Female,Filipino,Dubai,3000-7000 AED,Married,1
C04361,29,Female,Indian,Umm Al Quwain,<3000 AED,Married,2
C04362,42,Female,Indian,Abu Dhabi,3000-7000 AED,Married,8
C04363,35,Male,British,Dubai,3000-7000 AED,Married,3
C04364,32,Male,American,Dubai,7000-15000 AED,Single,3
C04365,21,Female,Filipino,Ajman,<3000 AED,Married,4
C04366,36,Female,Other,Dubai,3000-7000 AED,Married,2
C04367,34,Male,Bangladeshi,Ajman,3000-7000 AED,Single,8
C04368,44,Female,Indian,Dubai,3000-7000 AED,Single,4
C04369,50,Female,Other,Dubai,7000-15000 AED,Married,2
C04370,40,Male,Emirati,Abu Dhabi,7000-15000 AED,Married,8
C04371,31,Female,Indian,Ras Al Khaimah,3000-7000 AED,Married,2
C04372,47,Male,Indian,Fujairah,7000-15000 AED,Single,6
C04373,42,Male,Pakistani,Sharjah,3000-7000 AED,Single,4
C04374,41,Male,Indian,Dubai,7000-15000 AED,Single,2
C04375,37,Male,Indian,Ajman,<3000 AED,Single,4
C04376,18,Female,Egyptian,Ajman,3000-7000 AED,Married,3
C04377,42,Male,Pakistani,Ras Al Khaimah,3000-7000 AED,Married,5
C04378,32,Female,Pakistani,Abu Dhabi,<3000 AED,Married,1
C04379,20,Female,Bangladeshi,Dubai,3000-7000 AED,Single,3
C04380,48,Male,Egyptian,Abu Dhabi,7000-15000 AED,Married,2
C04381,27,Male,Bangladeshi,Dubai,7000-15000 AED,Married,4
C04382,35,Male,Indian,Dubai,7000-15000 AED,Single,3
C04383,19,Male,Jordanian,Sharjah,<3000 AED,Single,5
C04384,24,Male,Filipino,Fujairah,3000-7000 AED,Married,3
C04385,45,Female,American,Dubai,3000-7000 AED,Married,3
C04386,46,Female,Indian,Dubai,3000-7000 AED,Married,6
C04387,32,Female,Pakistani,Dubai,7000-15000 AED,Single,6
C04388,43,Male,Bangladeshi,Dubai,3000-7000 AED,Married,4
C04389,31,Male,Indian,Dubai,>15000 AED,Single,4
C04390,22,Female,Other,Abu Dhabi,7000-15000 AED,Single,1
C04391,26,Female,Egyptian,Sharjah,7000-15000 AED,Single,3
C04392,18,Male,Bangladeshi,Dubai,3000-7000 AED,Other,4
C04393,39,Female,Emirati,Dubai,7000-15000 AED,Married,6
C04394,38,Male,Filipino,Ras Al Khaimah,3000-7000 AED,Married,5
C04395,30,Other,Indian,Abu Dhabi,3000-7000 AED,Single,7
C04396,47,Male,Indian,Ras Al Khaimah,>15000 AED,Married,3
C04397,35,Male,Bangladeshi,Ras Al Khaimah,3000-7000 AED,Single,6
C04398,29,Female,Egyptian,Umm Al Quwain,7000-15000 AED,Married,2
C04399,30,Female,Indian,Abu Dhabi,<3000 AED,Married,1
C04400,18,Male,Indian,Sharjah,3000-7000 AED,Single,4
C04401,34,Male,Other,Dubai,3000-7000 AED,Married,4
C04402,43,Male,Other,Abu Dhabi,7000-15000 AED,Married,4
C04403,18,Male,Other,Dubai,<3000 AED,Single,4
C04404,33,Male,Pakistani,Dubai,7000-15000 AED,Single,7
C04405,26,Male,Other,Ajman,3000-7000 AED,Single,2
C04406,34,Female,Pakistani,Sharjah,<3000 AED,Married,5
C04407,44,Female,Egyptian,Fujairah,3000-7000 AED,Single,8
C04408,43,Female,Indian,Abu Dhabi,3000-7000 AED,Married,1
C04409,30,Male,Indian,Fujairah,>15000 AED,Married,2
C04410,44,Female,Bangladeshi,Dubai,<3000 AED,Married,5
C04411,32,Female,Indian,Abu Dhabi,3000-7000 AED,Married,4
C04412,26,Male,Other,Dubai,>15000 AED,Married,4
C04413,40,Female,Indian,Sharjah,<3000 AED,Single,3
C04414,22,Female,Other,Dubai,3000-7000 AED,Single,3
C04415,24,Male,Indian,Sharjah,7000-15000 AED,Single,7
C04416,33,Male,Emirati,Abu Dhabi,3000-7000 AED,Married,3
C04417,30,Male,Indian,Abu Dhabi,3000-7000 AED,Married,8
C04418,29,Male,American,Dubai,7000-15000 AED,Single,2
C04419,38,Male,Pakistani,Ajman,7000-15000 AED,Single,3
C04420,30,Female,American,Abu Dhabi,3000-7000 AED,Single,3
C04421,29,Male,Egyptian,Dubai,3000-7000 AED,Married,1
C04422,48,Female,Other,Ras Al Khaimah,3000-7000 AED,Married,2
C04423,23,Female,Indian,Ras Al Khaimah,<3000 AED,Single,4
C04424,26,Female,Indian,Dubai,3000-7000 AED,Single,4
C04425,41,Male,Filipino,Dubai,>15000 AED,Married,5
C04426,29,Male,Indian,Abu Dhabi,<3000 AED,Married,5
C04427,23,Female,Indian,Sharjah,3000-7000 AED,Single,6
C04428,46,Male,Indian,Ras Al Khaimah,7000-15000 AED,Married,7
C04429,35,Female,Pakistani,Abu Dhabi,7000-15000 AED,Married,1
C04430,37,Female,Other,Sharjah,7000-15000 AED,Single,6
