loyalty_id,customer_id,join_date,tier,points_balance,lifetime_spend,last_activity_date,enrolled_marketing
L004165,C04165,2024-12-04,Silver,457,686.87,2025-09-20,False
L000919,C00919,2024-01-17,Silver,1185,1778.18,2025-05-20,True
L002396,C02396,2023-06-26,Silver,2664,3997.12,2025-06-08,False
L002052,C02052,2025-07-28,Gold,1380,2070.59,2025-04-20,False
L003190,C03190,2024-04-14,Silver,2548,3822.92,2025-04-18,True
L000989,C00989,2023-09-20,Gold,484,726.53,2025-04-17,True
L004304,C04304,2023-09-11,Gold,1427,2141.81,2025-06-05,True
L003062,C03062,2023-11-25,Silver,2353,3529.53,2025-05-13,True
L004228,C04228,2024-01-16,Gold,1869,2804.13,2025-07-30,True
L004923,C04923,2023-12-29,Silver,345,517.62,2025-07-23,True
L001438,C01438,2024-02-01,Silver,2552,3828.1,2025-09-02,True
L000050,C00050,2023-11-26,Gold,1022,1533.55,2025-08-09,True
L002800,C02800,2025-03-12,Silver,155,233.75,2025-07-16,False
L001843,C01843,2023-10-22,Silver,1491,2237.99,2025-07-09,False
L002581,C02581,2024-05-20,Silver,727,1090.83,2025-07-05,False
L003281,C03281,2024-01-24,Silver,783,1175.35,2025-05-25,True
L001501,C01501,2023-11-28,Gold,2987,4480.62,2025-08-05,False
L000372,C00372,2023-08-05,Silver,117,175.87,2025-07-02,False
L004310,C04310,2024-09-23,Gold,1726,2589.45,2025-09-21,True
L002837,C02837,2024-10-11,Gold,1174,1762.22,2025-04-29,True
L001736,C01736,2025-06-22,Gold,2133,3200.67,2025-09-30,False
L000736,C00736,2024-12-31,Silver,1000,1500.36,2025-07-25,True
L003361,C03361,2025-07-16,Silver,1265,1897.77,2025-07-25,True
L001637,C01637,2025-01-28,Gold,410,615.71,2025-04-15,False
L002286,C02286,2023-11-17,Silver,2537,3806.78,2025-07-27,False
L001494,C01494,2025-03-31,Silver,1089,1633.84,2025-08-02,False
L001899,C01899,2024-08-07,Silver,1491,2237.05,2025-09-27,False
L003483,C03483,2025-04-25,Silver,192,289.41,2025-08-30,True
L003949,C03949,2025-08-19,Silver,1693,2540.92,2025-06-09,True
L004374,C04374,2024-12-22,Platinum,281,422.53,2025-08-26,True
L004052,C04052,2024-11-24,Silver,1622,2433.09,2025-04-29,True
L004473,C04473,2024-04-11,Platinum,1546,2319.52,2025-04-15,False
L004588,C04588,2024-02-14,Silver,3,5.8,2025-09-03,True
L003518,C03518,2024-10-31,Silver,127,190.52,2025-07-05,True
L000016,C00016,2023-05-04,Silver,1634,2451.59,2025-08-05,False
L004815,C04815,2024-05-12,Gold,1168,1752.01,2025-08-30,True
L003621,C03621,2024-10-01,Silver,569,853.94,2025-07-03,True
L001241,C01241,2023-10-31,Silver,1543,2314.96,2025-09-10,False
L001952,C01952,2025-06-03,Gold,434,652.14,2025-08-17,True
L000239,C00239,2023-11-18,Silver,844,1266.13,2025-04-11,True
L002997,C02997,2023-09-06,Gold,1568,2352.29,2025-08-02,True
L004394,C04394,2024-12-02,Silver,63,95.34,2025-09-24,True
L000091,C00091,2024-05-20,Silver,2377,3566.6,2025-06-26,True
L001039,C01039,2024-10-17,Silver,1275,1913.32,2025-08-05,True
L002885,C02885,2025-04-25,Silver,316,475.27,2025-04-24,True
L002735,C02735,2025-03-26,Silver,3259,4888.93,2025-08-25,False
L003453,C03453,2024-05-05,Silver,71,106.86,2025-06-29,True
L002535,C02535,2024-04-06,Silver,2462,3694.14,2025-05-24,True
L003240,C03240,2024-02-16,Silver,2018,3027.68,2025-07-13,True
L001146,C01146,2023-04-26,Gold,93,139.65,2025-07-03,True
L002063,C02063,2025-01-28,Gold,687,1030.75,2025-07-07,True
L000442,C00442,2023-12-14,Gold,459,689.86,2025-07-28,False
L003273,C03273,2025-02-26,Silver,29,44.55,2025-07-06,True
L001586,C01586,2024-07-01,Platinum,1757,2636.14,2025-04-14,True
L000579,C00579,2024-02-10,Platinum,295,442.98,2025-05-26,True
L000010,C00010,2024-04-09,Platinum,265,398.89,2025-06-28,True
L004089,C04089,2023-12-23,Gold,104,157.25,2025-04-19,True
L002051,C02051,2023-11-15,Gold,1192,1788.7,2025-08-10,True
L001302,C01302,2025-09-21,Silver,2921,4382.68,2025-09-16,False
L000398,C00398,2023-11-24,Gold,2712,4068.06,2025-09-11,False
L001860,C01860,2024-05-09,Gold,710,1066.45,2025-05-14,True
L004432,C04432,2025-08-21,Platinum,27,41.82,2025-07-03,True
L004410,C04410,2024-07-02,Silver,1208,1813.47,2025-09-28,True
L004472,C04472,2025-02-18,Silver,886,1330.07,2025-04-07,True
L003537,C03537,2024-12-25,Silver,283,424.82,2025-09-22,False
L002471,C02471,2024-11-02,Gold,982,1473.02,2025-05-26,True
L002298,C02298,2024-05-06,Silver,901,1352.9,2025-07-21,False
L000828,C00828,2024-08-21,Silver,2387,3580.99,2025-04-16,False
L002237,C02237,2024-03-05,Platinum,291,437.59,2025-04-04,True
L000887,C00887,2024-11-24,Silver,743,1115.62,2025-08-19,True
L000675,C00675,2023-05-31,Platinum,42,63.67,2025-07-15,True
L004839,C04839,2023-07-06,Gold,1619,2429.99,2025-08-13,True
L000998,C00998,2024-01-12,Gold,579,869.28,2025-06-22,False
L002151,C02151,2025-03-13,Silver,1166,1750.09,2025-04-27,False
L004218,C04218,2024-01-29,Silver,42,63.64,2025-06-07,True
L004134,C04134,2024-06-11,Silver,593,890.97,2025-05-20,True
L004118,C04118,2024-12-16,Silver,15,23.31,2025-08-29,True
L004144,C04144,2025-03-26,Gold,907,1361.63,2025-07-12,False
L004261,C04261,2025-07-22,Silver,2389,3584.59,2025-09-09,True
L004924,C04924,2025-03-24,Gold,1934,2902.2,2025-04-11,True
L002460,C02460,2024-06-24,Gold,3055,4583.66,2025-08-25,True
L001140,C01140,2025-05-12,Silver,1423,2135.79,2025-04-23,True
L002431,C02431,2025-01-18,Silver,491,737.18,2025-08-07,True
L004075,C04075,2023-07-19,Silver,257,385.83,2025-06-07,False
L001917,C01917,2025-08-04,Silver,226,340.17,2025-08-14,True
L003002,C03002,2024-07-29,Silver,1030,1546.04,2025-06-26,False
L002917,C02917,2023-05-03,Silver,701,1051.68,2025-05-24,True
L004931,C04931,2024-05-09,Gold,98,147.28,2025-05-09,False
L004834,C04834,2024-08-22,Platinum,171,257.88,2025-06-15,True
L003783,C03783,2024-08-03,Gold,866,1300.28,2025-04-10,True
L001301,C01301,2023-10-22,Silver,899,1349.32,2025-04-05,False
L002769,C02769,2025-01-20,Silver,1867,2801.54,2025-04-25,True
L003272,C03272,2024-03-28,Gold,272,408.69,2025-05-31,True
L003235,C03235,2023-09-30,Gold,2610,3916.42,2025-08-20,True
L002450,C02450,2023-05-30,Silver,87,131.9,2025-05-31,True
L003508,C03508,2023-12-27,Silver,40,61.35,2025-05-31,True
L004071,C04071,2024-04-28,Silver,1922,2883.91,2025-07-31,True
L001648,C01648,2024-03-20,Silver,571,856.72,2025-06-08,False
L000101,C00101,2024-11-08,Silver,584,876.7,2025-05-17,True
L003311,C03311,2025-01-10,Silver,948,1422.53,2025-08-17,True
L003301,C03301,2023-09-19,Silver,149,224.95,2025-05-26,True
L003463,C03463,2023-06-10,Silver,1234,1852.05,2025-08-10,False
L001325,C01325,2025-06-22,Silver,649,974.03,2025-04-28,True
L000635,C00635,2023-12-07,Gold,89,134.92,2025-09-16,False
L002927,C02927,2025-01-24,Silver,759,1138.62,2025-08-23,True
L004321,C04321,2024-09-12,Silver,1041,1562.76,2025-06-05,True
L003507,C03507,2023-07-18,Platinum,834,1251.78,2025-08-06,False
L001803,C01803,2024-04-17,Platinum,317,476.23,2025-07-14,True
L001394,C01394,2025-03-03,Gold,2425,3638.87,2025-05-11,True
L003375,C03375,2023-10-07,Silver,136,204.27,2025-06-24,True
L003193,C03193,2024-09-22,Gold,765,1147.67,2025-07-31,True
L003057,C03057,2025-05-22,Gold,766,1149.48,2025-08-30,True
L000051,C00051,2025-04-22,Silver,863,1294.74,2025-08-27,True
L003847,C03847,2025-09-11,Platinum,2691,4037.06,2025-09-21,True
L001944,C01944,2024-09-03,Silver,893,1340.41,2025-06-22,True
L004390,C04390,2024-12-25,Silver,2113,3170.9,2025-06-03,True
L001210,C01210,2024-01-11,Silver,782,1174.24,2025-04-28,False
L004068,C04068,2025-02-07,Gold,847,1271.74,2025-04-05,False
L000003,C00003,2025-09-01,Silver,825,1238.5,2025-09-13,True
L002755,C02755,2024-05-16,Silver,1678,2517.85,2025-07-11,True
L002301,C02301,2024-11-29,Gold,710,1065.28,2025-05-06,True
L002365,C02365,2024-09-05,Silver,92,138.15,2025-06-18,True
L000976,C00976,2024-08-19,Platinum,1172,1758.46,2025-08-28,False
L004955,C04955,2025-06-30,Silver,402,604.1,2025-07-22,True
L004050,C04050,2024-10-11,Silver,517,776.66,2025-08-23,True
L004970,C04970,2025-07-10,Gold,1505,2258.49,2025-04-18,False
L004850,C04850,2023-12-09,Platinum,737,1105.55,2025-04-18,False
L001639,C01639,2023-05-29,Silver,1129,1694.95,2025-08-02,False
L002893,C02893,2023-06-10,Silver,1139,1709.03,2025-06-18,True
L002547,C02547,2023-11-13,Silver,852,1278.28,2025-07-13,True
L004608,C04608,2024-09-01,Gold,1883,2824.99,2025-08-31,True
L002863,C02863,2023-06-24,Gold,875,1313.93,2025-07-26,True
L002891,C02891,2025-07-16,Silver,280,421.11,2025-05-16,False
L002703,C02703,2023-08-03,Platinum,984,1476.2,2025-05-23,False
L004070,C04070,2025-03-08,Silver,866,1300.41,2025-09-07,True
L003121,C03121,2024-10-14,Platinum,619,928.74,2025-07-19,True
L001791,C01791,2025-02-02,Silver,869,1303.76,2025-09-09,True
L002058,C02058,2025-09-12,Silver,1620,2430.43,2025-05-04,True
L003037,C03037,2023-10-09,Silver,1789,2684.37,2025-09-09,True
L001166,C01166,2024-09-30,Silver,411,617.84,2025-07-21,True
L000449,C00449,2023-11-06,Gold,1504,2257.25,2025-08-12,True
L001134,C01134,2024-03-10,Silver,662,994.23,2025-06-27,True
L003103,C03103,2025-04-11,Silver,1930,2895.69,2025-06-17,False
L001790,C01790,2025-07-11,Silver,638,957.49,2025-07-31,True
L004146,C04146,2025-08-01,Gold,1760,2640.17,2025-09-27,True
L001370,C01370,2025-03-16,Silver,2223,3334.82,2025-05-09,False
L001441,C01441,2025-04-16,Silver,2605,3908.25,2025-05-27,True
L003389,C03389,2023-06-18,Silver,422,634.41,2025-09-06,True
L003174,C03174,2024-12-24,Silver,339,508.54,2025-09-17,False
L004980,C04980,2025-06-20,Silver,1891,2837.13,2025-09-16,True
L004087,C04087,2024-10-21,Gold,869,1303.59,2025-09-17,True
L004901,C04901,2025-08-04,Silver,2392,3588.24,2025-09-15,True
L004419,C04419,2023-09-29,Silver,106,159.02,2025-07-31,False
L000933,C00933,2024-08-23,Silver,799,1198.85,2025-06-26,True
L003026,C03026,2024-08-16,Gold,807,1211.22,2025-06-11,True
L000446,C00446,2023-07-21,Gold,716,1075.22,2025-06-13,True
L002035,C02035,2023-10-31,Silver,966,1450.11,2025-08-17,True
L003707,C03707,2023-04-18,Gold,46,69.36,2025-08-11,True
L000740,C00740,2023-12-19,Silver,766,1150.14,2025-09-25,True
L000170,C00170,2025-01-07,Silver,1307,1961.23,2025-07-04,False
L001022,C01022,2023-07-06,Gold,475,712.92,2025-04-12,True
L004644,C04644,2024-06-28,Silver,297,446.88,2025-07-12,True
L000175,C00175,2025-05-15,Silver,1093,1640.37,2025-06-24,False
L003912,C03912,2025-09-25,Gold,117,176.0,2025-08-18,True
L001535,C01535,2023-09-09,Gold,1412,2118.1,2025-04-28,False
L003836,C03836,2024-02-25,Silver,1332,1999.36,2025-04-21,True
L001468,C01468,2024-02-12,Silver,336,504.06,2025-07-13,False
L003575,C03575,2023-10-01,Gold,1335,2002.91,2025-06-08,True
L000436,C00436,2025-04-20,Silver,422,633.06,2025-08-25,True
L000697,C00697,2024-08-05,Silver,2142,3213.83,2025-08-05,True
L003402,C03402,2024-11-09,Silver,1082,1623.47,2025-06-16,True
L004462,C04462,2024-01-19,Silver,3344,5017.47,2025-05-18,True
L000584,C00584,2024-10-13,Gold,1579,2369.03,2025-06-14,True
L003394,C03394,2023-11-11,Gold,412,618.22,2025-06-06,True
L004143,C04143,2025-02-01,Silver,1169,1754.75,2025-05-05,False
L004938,C04938,2024-08-16,Silver,2061,3092.86,2025-05-17,True
L001299,C01299,2024-08-31,Gold,1304,1956.78,2025-08-06,True
L004296,C04296,2024-06-01,Gold,475,713.79,2025-07-22,True
L002624,C02624,2024-05-01,Gold,83,124.63,2025-08-03,False
L001401,C01401,2025-02-06,Silver,482,723.86,2025-05-10,True
L003042,C03042,2023-06-24,Silver,649,974.78,2025-05-07,False
L004207,C04207,2024-03-25,Silver,1146,1720.42,2025-05-21,True
L003531,C03531,2023-10-19,Silver,1433,2150.98,2025-04-08,True
L001961,C01961,2024-06-26,Gold,3237,4856.27,2025-07-04,True
L001751,C01751,2023-11-05,Gold,3566,5349.48,2025-06-28,False
L000194,C00194,2025-03-12,Silver,237,355.55,2025-08-31,False
L000854,C00854,2025-09-28,Silver,341,512.09,2025-06-17,True
L004966,C04966,2025-03-06,Gold,2072,3108.57,2025-09-24,True
L001049,C01049,2024-05-30,Gold,57,86.65,2025-09-15,True
L000571,C00571,2023-06-01,Gold,1096,1644.15,2025-05-29,True
L000719,C00719,2024-10-01,Silver,100,150.06,2025-08-03,True
L001409,C01409,2024-07-27,Platinum,29,44.24,2025-07-22,False
L001109,C01109,2023-11-27,Silver,321,481.71,2025-04-23,True
L001570,C01570,2024-02-18,Gold,706,1059.01,2025-08-15,True
L002130,C02130,2023-07-11,Gold,187,281.59,2025-07-09,False
L004646,C04646,2024-10-06,Platinum,346,519.6,2025-07-28,True
L003710,C03710,2024-07-07,Silver,1019,1529.61,2025-09-27,True
L004771,C04771,2024-03-31,Silver,1961,2942.34,2025-04-13,True
L004913,C04913,2023-12-16,Platinum,129,194.47,2025-05-27,True
L004959,C04959,2023-08-12,Gold,1705,2558.48,2025-09-01,False
L004271,C04271,2025-08-30,Silver,639,958.78,2025-08-20,False
L003535,C03535,2024-06-05,Gold,1894,2842.16,2025-09-12,True
L000413,C00413,2023-09-14,Silver,803,1205.56,2025-08-24,True
L003767,C03767,2025-01-15,Gold,2124,3186.17,2025-07-27,True
L000359,C00359,2023-05-10,Silver,611,917.38,2025-06-24,True
L002031,C02031,2025-04-13,Gold,1899,2848.93,2025-09-08,True
L001571,C01571,2024-12-14,Silver,1700,2551.41,2025-04-15,True
L003226,C03226,2024-10-01,Platinum,698,1048.0,2025-04-26,False
L000368,C00368,2024-01-17,Silver,268,402.64,2025-04-29,False
L004040,C04040,2025-07-01,Silver,549,824.88,2025-04-24,True
L002387,C02387,2023-11-01,Platinum,134,201.61,2025-04-29,True
L004393,C04393,2023-07-09,Silver,141,212.48,2025-08-28,True
L003444,C03444,2025-09-11,Gold,276,415.0,2025-08-07,True
L000630,C00630,2024-07-31,Platinum,509,763.54,2025-05-30,False
L002271,C02271,2025-01-07,Silver,1657,2486.98,2025-07-09,False
L003442,C03442,2025-09-11,Silver,1156,1734.52,2025-05-09,True
L004724,C04724,2024-12-29,Silver,1124,1686.02,2025-06-21,True
L003516,C03516,2025-01-26,Platinum,1017,1526.17,2025-09-16,True
L004894,C04894,2024-10-21,Platinum,1327,1991.84,2025-08-28,True
L003633,C03633,2023-06-10,Silver,153,230.88,2025-08-11,True
L004572,C04572,2025-07-09,Silver,2766,4150.19,2025-09-25,False
L001892,C01892,2024-10-29,Silver,379,569.13,2025-05-21,True
L003029,C03029,2025-09-30,Gold,445,668.63,2025-05-29,True
L003374,C03374,2024-03-03,Silver,838,1258.35,2025-07-16,True
L004272,C04272,2024-01-16,Silver,282,424.05,2025-06-01,True
L003397,C03397,2023-07-20,Platinum,895,1343.89,2025-07-08,False
L003461,C03461,2024-06-30,Gold,2491,3737.66,2025-09-03,True
L003852,C03852,2024-05-22,Silver,257,385.77,2025-06-25,True
L001928,C01928,2023-09-13,Silver,1203,1805.99,2025-07-09,True
L003552,C03552,2025-06-15,Gold,1441,2162.97,2025-07-12,True
L000411,C00411,2023-09-18,Gold,2032,3049.39,2025-07-09,True
L004149,C04149,2024-08-10,Gold,2571,3857.67,2025-08-29,False
L004559,C04559,2024-03-28,Silver,1403,2104.81,2025-05-27,True
L000642,C00642,2025-05-19,Silver,222,334.18,2025-05-06,False
L004059,C04059,2025-05-07,Silver,704,1056.18,2025-05-03,True
L002265,C02265,2023-10-19,Silver,413,620.37,2025-09-15,True
L003844,C03844,2025-07-15,Silver,2440,3661.36,2025-08-25,True
L000791,C00791,2025-03-26,Silver,759,1139.78,2025-04-10,True
L003228,C03228,2024-04-27,Silver,2325,3488.8,2025-09-21,True
L000350,C00350,2024-03-23,Silver,127,191.04,2025-06-28,True
L004249,C04249,2025-01-29,Gold,845,1267.52,2025-06-10,True
L004241,C04241,2024-11-06,Silver,645,968.47,2025-04-07,True
L004818,C04818,2025-05-30,Silver,2601,3902.17,2025-07-04,True
L002646,C02646,2025-07-05,Gold,393,590.89,2025-08-11,True
L001872,C01872,2024-06-22,Silver,93,139.69,2025-07-13,False
L003860,C03860,2025-04-14,Platinum,76,115.09,2025-05-30,True
L000910,C00910,2025-02-08,Gold,690,1036.02,2025-07-15,False
L002190,C02190,2024-03-23,Silver,3137,4705.54,2025-04-21,True
L004342,C04342,2024-11-09,Silver,1840,2761.04,2025-08-27,True
L000348,C00348,2023-10-06,Silver,1706,2559.27,2025-09-29,False
L003467,C03467,2025-07-31,Platinum,108,162.52,2025-09-27,True
L000242,C00242,2025-08-13,Silver,798,1197.02,2025-07-02,True
L004763,C04763,2024-03-26,Silver,2318,3477.93,2025-06-23,True
L003511,C03511,2024-08-02,Silver,1310,1965.78,2025-08-23,False
L000725,C00725,2024-01-20,Gold,721,1082.68,2025-06-29,False
L004381,C04381,2024-05-04,Gold,493,740.64,2025-05-02,True
L004475,C04475,2025-06-02,Gold,284,427.27,2025-06-01,True
L002502,C02502,2025-04-24,Silver,1912,2869.49,2025-08-12,False
L000795,C00795,2024-08-26,Platinum,595,893.63,2025-08-08,True
L004210,C04210,2024-07-25,Silver,71,107.86,2025-08-14,True
L002367,C02367,2023-10-12,Silver,73,110.77,2025-08-05,True
L004280,C04280,2024-09-02,Gold,1387,2081.9,2025-09-04,True
L003712,C03712,2025-03-02,Gold,620,931.17,2025-06-30,False
L003980,C03980,2024-06-24,Silver,1143,1715.18,2025-05-04,True
L003184,C03184,2023-11-23,Silver,43,65.59,2025-08-27,True
L000323,C00323,2025-04-03,Gold,3508,5263.04,2025-08-18,False
L000186,C00186,2023-12-18,Platinum,115,173.81,2025-04-05,False
L002709,C02709,2024-10-15,Gold,2057,3086.76,2025-05-02,False
L003741,C03741,2023-12-02,Platinum,2295,3442.74,2025-09-30,True
L004618,C04618,2025-03-03,Silver,1178,1768.32,2025-06-28,True
L000340,C00340,2024-05-29,Gold,707,1060.75,2025-07-05,True
L003715,C03715,2024-03-19,Gold,199,299.05,2025-07-01,True
L004014,C04014,2024-12-15,Silver,317,475.75,2025-06-01,True
L002241,C02241,2025-06-05,Silver,2001,3002.31,2025-05-09,True
L003413,C03413,2024-02-02,Silver,1,2.18,2025-06-07,True
L004114,C04114,2025-01-29,Gold,1015,1523.44,2025-06-25,False
L004635,C04635,2024-12-13,Gold,914,1371.02,2025-04-19,True
L000078,C00078,2023-06-22,Silver,48,72.95,2025-07-21,True
L002504,C02504,2023-07-15,Silver,600,900.63,2025-09-28,False
L001613,C01613,2024-02-11,Silver,620,930.28,2025-09-22,False
L002176,C02176,2025-01-31,Silver,2195,3293.56,2025-09-15,False
L000968,C00968,2023-09-11,Gold,892,1338.85,2025-04-24,False
L002668,C02668,2024-09-10,Gold,1086,1629.54,2025-04-07,True
L000659,C00659,2024-04-14,Silver,443,665.5,2025-07-19,True
L003427,C03427,2025-08-03,Silver,630,946.35,2025-04-29,True
L003017,C03017,2023-10-29,Silver,1429,2144.33,2025-07-15,True
L001038,C01038,2024-01-09,Silver,2014,3022.23,2025-04-18,True
L000824,C00824,2023-09-02,Silver,2719,4079.38,2025-07-11,False
L002741,C02741,2023-10-06,Gold,538,807.51,2025-05-29,True
L001410,C01410,2024-03-21,Silver,123,185.23,2025-08-31,True
L004159,C04159,2025-08-17,Gold,424,636.55,2025-04-27,True
L000708,C00708,2025-03-24,Silver,654,981.69,2025-08-17,True
L004740,C04740,2024-05-08,Silver,374,562.39,2025-09-02,True
L003021,C03021,2025-09-11,Silver,1379,2069.24,2025-09-05,False
L001018,C01018,2023-09-27,Silver,924,1386.04,2025-07-29,False
L000945,C00945,2023-04-30,Silver,583,874.99,2025-04-14,True
L002533,C02533,2023-07-26,Gold,629,944.34,2025-07-28,True
L000508,C00508,2024-10-03,Silver,2434,3652.04,2025-08-26,True
L003241,C03241,2023-05-21,Gold,56,85.26,2025-06-14,False
L004625,C04625,2024-11-04,Silver,1621,2431.58,2025-09-01,False
L000212,C00212,2023-06-04,Silver,1699,2549.25,2025-06-20,True
L004704,C04704,2023-12-23,Gold,2003,3005.88,2025-07-24,True
L004091,C04091,2023-08-05,Silver,285,428.05,2025-07-01,True
L004755,C04755,2024-03-30,Gold,640,960.01,2025-09-21,False
L000530,C00530,2024-08-10,Platinum,1869,2803.78,2025-04-14,True
L001216,C01216,2025-08-04,Silver,676,1014.11,2025-05-18,False
L000362,C00362,2025-02-19,Silver,700,1050.28,2025-06-14,True
L004341,C04341,2023-12-16,Silver,627,940.62,2025-04-15,False
L001478,C01478,2025-07-02,Silver,1701,2552.39,2025-09-20,True
L002249,C02249,2025-07-31,Gold,202,303.82,2025-08-11,False
L004208,C04208,2024-02-29,Silver,1268,1903.27,2025-09-05,True
L004551,C04551,2023-09-08,Silver,802,1203.2,2025-06-15,False
L000745,C00745,2023-07-23,Platinum,1925,2888.66,2025-05-15,True
L001927,C01927,2023-12-02,Silver,917,1376.57,2025-08-05,True
L004448,C04448,2024-02-26,Silver,315,472.71,2025-09-02,False
L002707,C02707,2023-09-07,Gold,107,161.07,2025-07-22,True
L002484,C02484,2023-05-29,Gold,1651,2476.6,2025-05-18,True
L000084,C00084,2023-10-27,Silver,2215,3323.5,2025-08-28,False
L002455,C02455,2025-03-01,Gold,513,769.72,2025-04-11,True
L003138,C03138,2023-09-29,Platinum,1087,1630.9,2025-04-29,True
L000278,C00278,2025-06-26,Gold,1600,2401.01,2025-04-20,True
L001529,C01529,2024-12-11,Platinum,945,1418.3,2025-08-21,True
L000827,C00827,2023-08-08,Gold,2016,3024.13,2025-09-08,False
L000663,C00663,2024-12-24,Silver,414,622.43,2025-09-12,True
L003851,C03851,2024-06-01,Silver,566,849.19,2025-05-07,True
L003747,C03747,2025-02-13,Silver,1001,1502.76,2025-04-24,True
L000882,C00882,2023-09-25,Gold,806,1209.23,2025-04-12,True
L000380,C00380,2024-05-17,Gold,1339,2009.21,2025-05-19,True
L004562,C04562,2025-08-10,Silver,200,301.17,2025-04-24,True
L000283,C00283,2025-03-30,Gold,325,487.93,2025-07-17,True
L001082,C01082,2024-08-14,Silver,437,656.65,2025-08-27,True
L000326,C00326,2024-11-22,Silver,983,1475.07,2025-07-17,False
L000674,C00674,2025-01-15,Gold,2334,3502.11,2025-09-02,True
L001554,C01554,2024-08-05,Silver,817,1225.69,2025-08-21,True
L001187,C01187,2025-01-28,Silver,255,383.89,2025-09-28,False
L004439,C04439,2023-04-29,Silver,27,41.51,2025-07-23,False
L003800,C03800,2023-07-04,Silver,252,378.4,2025-04-04,False
L002993,C02993,2024-01-15,Gold,402,603.64,2025-09-22,True
L000257,C00257,2024-06-23,Silver,1401,2102.98,2025-08-27,True
L004886,C04886,2024-04-01,Silver,930,1395.33,2025-06-28,False
L001188,C01188,2024-01-13,Gold,902,1354.11,2025-04-21,True
L000654,C00654,2024-12-13,Silver,1006,1509.43,2025-09-10,True
L003534,C03534,2024-12-05,Gold,309,464.95,2025-07-13,True
L001624,C01624,2023-12-04,Silver,287,431.44,2025-08-09,False
L004649,C04649,2025-07-05,Silver,1560,2340.32,2025-05-25,False
L002981,C02981,2025-04-23,Silver,307,460.76,2025-08-13,True
L000700,C00700,2023-06-20,Gold,741,1111.9,2025-07-26,False
L001783,C01783,2025-08-23,Gold,1377,2066.0,2025-05-30,True
L000959,C00959,2025-06-26,Gold,927,1390.76,2025-05-22,True
L004331,C04331,2024-06-15,Silver,2544,3816.65,2025-04-06,True
L004420,C04420,2025-08-30,Silver,728,1092.41,2025-06-30,True
L002109,C02109,2023-05-25,Gold,221,331.89,2025-05-07,True
L004870,C04870,2023-11-29,Silver,2272,3408.09,2025-07-31,True
L003709,C03709,2023-04-23,Gold,1176,1764.16,2025-06-27,True
L000783,C00783,2024-03-20,Silver,2157,3236.02,2025-04-29,True
L000221,C00221,2024-09-15,Silver,438,657.41,2025-08-22,False
L002519,C02519,2025-09-30,Silver,1242,1863.8,2025-04-26,False
L004848,C04848,2024-05-16,Gold,942,1413.75,2025-08-17,True
L001419,C01419,2024-08-31,Silver,715,1073.11,2025-05-17,True
L001436,C01436,2024-05-09,Gold,944,1416.44,2025-05-18,False
L001053,C01053,2025-04-16,Silver,1333,1999.94,2025-04-05,True
L004967,C04967,2025-07-17,Silver,1508,2262.61,2025-08-06,True
L001108,C01108,2024-02-24,Gold,1009,1513.93,2025-07-29,True
L004555,C04555,2023-12-01,Silver,1124,1687.23,2025-09-06,False
L001575,C01575,2024-04-26,Silver,1032,1548.16,2025-05-03,True
L002895,C02895,2024-05-22,Gold,2388,3583.05,2025-06-14,True
L001180,C01180,2024-05-18,Gold,1201,1802.84,2025-04-12,True
L003298,C03298,2025-09-19,Gold,2075,3113.08,2025-09-11,True
L003431,C03431,2023-08-16,Silver,386,579.55,2025-04-28,True
L002956,C02956,2024-10-27,Silver,1954,2932.04,2025-04-16,True
L004217,C04217,2025-03-24,Silver,989,1484.3,2025-07-10,True
L004011,C04011,2025-08-29,Gold,1761,2642.31,2025-04-20,False
L002254,C02254,2025-07-10,Silver,1001,1502.95,2025-06-16,False
L001335,C01335,2024-10-23,Platinum,1266,1899.9,2025-07-12,True
L002976,C02976,2023-10-12,Silver,1883,2825.81,2025-05-31,False
L002179,C02179,2023-04-22,Silver,141,211.77,2025-07-19,True
L002655,C02655,2024-12-08,Silver,1328,1992.21,2025-09-24,False
L004560,C04560,2025-05-31,Gold,228,342.05,2025-05-07,False
L000648,C00648,2025-08-24,Silver,860,1291.06,2025-07-14,True
L001565,C01565,2025-06-21,Silver,276,414.05,2025-07-08,True
L000222,C00222,2024-08-21,Silver,482,724.39,2025-08-26,True
L001300,C01300,2025-03-03,Platinum,1207,1810.68,2025-07-09,False
L004113,C04113,2024-11-28,Silver,1312,1969.24,2025-06-17,True
L004513,C04513,2024-11-08,Gold,867,1301.4,2025-09-21,False
L003332,C03332,2024-10-31,Silver,677,1016.49,2025-05-05,True
L001243,C01243,2023-12-08,Silver,2314,3471.5,2025-08-31,True
L004986,C04986,2025-03-24,Silver,2064,3097.36,2025-06-02,False
L003217,C03217,2023-11-11,Silver,123,185.68,2025-07-22,True
L001001,C01001,2025-07-10,Platinum,542,813.34,2025-06-24,False
L000279,C00279,2025-05-13,Gold,1171,1757.78,2025-08-23,True
L004411,C04411,2024-06-10,Gold,579,869.89,2025-07-31,True
L000683,C00683,2023-10-25,Silver,133,199.55,2025-05-04,False
L001145,C01145,2024-12-18,Silver,698,1047.72,2025-06-10,True
L003195,C03195,2024-03-30,Silver,2044,3066.31,2025-04-29,True
L001693,C01693,2024-12-22,Gold,289,434.28,2025-05-12,False
L004273,C04273,2024-04-10,Silver,995,1493.11,2025-09-06,True
