transaction_id,store_id,store_name,emirate,transaction_date,transaction_time,customer_id,product_id,category,subcategory,quantity,unit_price,total_amount,payment_method
T0017449,S002,LuLu_Store_2,Fujairah,2023-07-16,13:22,C01459,P0242,clothing,women,2,118.49,236.98,card
T0017450,S012,LuLu_Store_12,Fujairah,2023-08-24,16:04,C01787,P0171,clothing,kids,2,44.64,89.28,card
T0017451,S010,LuLu_Store_10,Sharjah,2023-05-11,08:46,C01250,P0117,electronics,mobile,1,1285.78,1285.78,card
T0017452,S018,LuLu_Store_18,Abu Dhabi,2023-07-17,10:09,C04808,P0228,clothing,women,4,65.54,262.15,card
T0017453,S004,LuLu_Store_4,Abu Dhabi,2024-02-02,17:48,C04566,P0176,beauty,skincare,2,87.14,174.28,card
T0017454,S012,LuLu_Store_12,Fujairah,2024-03-01,22:16,C03258,P0112,clothing,kids,2,42.49,84.98,card
T0017455,S012,LuLu_Store_12,Fujairah,2023-10-16,14:30,C01217,P0035,beauty,skincare,1,63.08,63.08,cash
T0017456,S013,LuLu_Store_13,Ajman,2023-04-12,15:27,C01183,P0031,grocery,fresh,2,6.33,12.66,card
T0017457,S019,LuLu_Store_19,Abu Dhabi,2023-07-08,11:01,C02152,P0007,grocery,pantry,2,20.78,41.56,mobile_pay
T0017458,S014,LuLu_Store_14,Dubai,2024-11-17,11:49,C04035,P0107,clothing,men,3,76.23,228.7,card
T0017459,S006,LuLu_Store_6,Dubai,2024-06-04,17:41,C02261,P0156,grocery,snacks,4,26.06,104.22,card
T0017460,S006,LuLu_Store_6,Dubai,2023-07-19,16:07,C00024,P0216,grocery,fresh,1,30.07,30.07,cash
T0017461,S018,LuLu_Store_18,Abu Dhabi,2024-12-19,17:03,C00418,P0111,home,kitchen,1,437.42,437.42,card
T0017462,S005,LuLu_Store_5,Dubai,2024-04-19,12:55,C01936,P0005,grocery,beverages,1,7.38,7.38,card
T0017463,S017,LuLu_Store_17,Dubai,2023-12-07,16:42,C04116,P0118,clothing,women,5,61.3,306.51,gift_card
T0017464,S011,LuLu_Store_11,Dubai,2023-06-11,15:16,C00758,P0055,grocery,snacks,2,17.8,35.61,card
T0017465,S007,LuLu_Store_7,Dubai,2024-10-16,20:41,C01147,P0103,clothing,men,3,90.05,270.14,card
T0017466,S011,LuLu_Store_11,Dubai,2024-03-18,16:21,C03586,P0145,clothing,accessories,1,152.07,152.07,card
T0017467,S018,LuLu_Store_18,Abu Dhabi,2024-04-04,10:03,C00784,P0210,clothing,kids,1,67.46,67.46,card
T0017468,S016,LuLu_Store_16,Dubai,2024-10-21,15:51,C02883,P0043,grocery,pantry,1,10.64,10.64,gift_card
T0017469,S006,LuLu_Store_6,Dubai,2023-04-02,22:46,C03911,P0083,clothing,women,1,97.42,97.42,cash
T0017470,S014,LuLu_Store_14,Dubai,2023-10-02,13:10,C02152,P0146,grocery,snacks,2,9.36,18.72,cash
T0017471,S005,LuLu_Store_5,Dubai,2024-01-06,22:38,C01922,P0023,clothing,accessories,3,32.99,98.98,card
T0017472,S001,LuLu_Store_1,Dubai,2023-12-02,19:49,C01243,P0203,beauty,skincare,4,47.57,190.28,mobile_pay
T0017473,S020,LuLu_Store_20,Dubai,2024-10-18,18:40,C03252,P0048,clothing,men,2,66.8,133.61,mobile_pay
T0017474,S014,LuLu_Store_14,Dubai,2023-11-14,18:00,C04769,P0155,grocery,pantry,4,4.16,16.63,cash
T0017475,S016,LuLu_Store_16,Dubai,2024-08-08,12:21,C00570,P0210,clothing,kids,1,64.43,64.43,cash
T0017476,S012,LuLu_Store_12,Fujairah,2024-06-01,08:46,C04899,P0159,grocery,beverages,4,30.92,123.69,cash
T0017477,S020,LuLu_Store_20,Dubai,2023-04-25,17:32,C01612,P0119,grocery,snacks,2,9.25,18.51,mobile_pay
T0017478,S013,LuLu_Store_13,Ajman,2024-12-28,14:20,C03960,P0009,grocery,snacks,1,7.37,7.37,card
T0017479,S005,LuLu_Store_5,Dubai,2024-11-25,21:07,C03700,P0021,home,decor,2,285.98,571.96,cash
T0017480,S001,LuLu_Store_1,Dubai,2023-02-24,08:15,C02416,P0029,grocery,beverages,1,20.95,20.95,card
T0017481,S012,LuLu_Store_12,Fujairah,2023-12-16,16:37,C03336,P0181,grocery,beverages,4,15.44,61.77,card
T0017482,S016,LuLu_Store_16,Dubai,2023-05-05,17:27,C01561,P0114,grocery,snacks,1,17.81,17.81,card
T0017483,S013,LuLu_Store_13,Ajman,2024-07-04,17:47,C01034,P0108,home,linen,1,456.31,456.31,card
T0017484,S005,LuLu_Store_5,Dubai,2023-10-13,15:27,C00370,P0107,clothing,men,3,76.84,230.52,card
T0017485,S015,LuLu_Store_15,Dubai,2024-12-03,11:03,C00076,P0202,home,kitchen,2,354.59,709.18,card
T0017486,S001,LuLu_Store_1,Dubai,2024-08-20,10:04,C03872,P0092,grocery,beverages,4,3.2,12.81,card
T0017487,S007,LuLu_Store_7,Dubai,2024-09-26,18:12,C00197,P0194,electronics,mobile,2,267.45,534.9,card
T0017488,S012,LuLu_Store_12,Fujairah,2024-08-12,21:21,C01737,P0112,clothing,kids,1,42.45,42.45,card
T0017489,S002,LuLu_Store_2,Fujairah,2024-07-02,12:10,C04757,P0036,clothing,accessories,2,51.2,102.41,card
T0017490,S014,LuLu_Store_14,Dubai,2024-03-19,17:29,C03757,P0024,grocery,pantry,4,1.37,5.49,card
T0017491,S003,LuLu_Store_3,Sharjah,2023-04-14,20:33,C00012,P0240,grocery,fresh,3,3.96,11.89,cash
T0017492,S008,LuLu_Store_8,Ajman,2023-01-20,16:07,C02580,P0228,clothing,women,1,63.9,63.9,card
T0017493,S020,LuLu_Store_20,Dubai,2023-08-28,16:28,C02001,P0228,clothing,women,3,64.05,192.16,mobile_pay
T0017494,S020,LuLu_Store_20,Dubai,2024-11-14,18:56,C02341,P0060,grocery,fresh,1,25.81,25.81,cash
T0017495,S011,LuLu_Store_11,Dubai,2023-07-21,14:44,C01490,P0142,electronics,accessories,2,448.09,896.18,card
T0017496,S020,LuLu_Store_20,Dubai,2023-11-09,14:19,C00078,P0203,beauty,skincare,1,54.42,54.42,mobile_pay
T0017497,S013,LuLu_Store_13,Ajman,2024-04-12,19:03,C02666,P0086,grocery,beverages,2,25.74,51.48,card
T0017498,S003,LuLu_Store_3,Sharjah,2023-04-25,10:17,C04677,P0164,electronics,mobile,2,1302.37,2604.73,card
T0017499,S016,LuLu_Store_16,Dubai,2023-07-09,21:35,C03859,P0011,grocery,snacks,2,17.72,35.43,cash
T0017500,S004,LuLu_Store_4,Abu Dhabi,2024-10-20,18:15,C01545,P0014,grocery,snacks,2,12.47,24.94,cash
T0017501,S015,LuLu_Store_15,Dubai,2023-09-11,11:45,C01960,P0087,grocery,pantry,3,2.39,7.16,card
T0017502,S016,LuLu_Store_16,Dubai,2023-07-13,08:51,C00184,P0180,electronics,tv,2,146.5,292.99,cash
T0017503,S013,LuLu_Store_13,Ajman,2024-12-15,16:54,C01134,P0235,grocery,beverages,3,6.12,18.36,card
T0017504,S019,LuLu_Store_19,Abu Dhabi,2024-01-27,16:12,C00899,P0045,clothing,women,1,67.79,67.79,cash
T0017505,S011,LuLu_Store_11,Dubai,2024-01-03,14:20,C00518,P0059,grocery,fresh,3,24.74,74.22,cash
T0017506,S016,LuLu_Store_16,Dubai,2023-06-15,10:47,guest,P0206,grocery,beverages,2,13.79,27.58,cash
T0017507,S011,LuLu_Store_11,Dubai,2023-07-20,21:21,C01100,P0085,grocery,snacks,1,3.58,3.58,card
T0017508,S010,LuLu_Store_10,Sharjah,2024-06-20,19:13,C03669,P0104,beauty,fragrance,1,74.19,74.19,cash
T0017509,S012,LuLu_Store_12,Fujairah,2023-12-14,12:04,C01437,P0051,clothing,men,2,44.14,88.29,cash
T0017510,S014,LuLu_Store_14,Dubai,2023-01-05,10:53,C01060,P0243,grocery,beverages,1,11.19,11.19,mobile_pay
T0017511,S002,LuLu_Store_2,Fujairah,2023-01-21,14:14,C04300,P0183,grocery,snacks,2,25.4,50.8,card
T0017512,S020,LuLu_Store_20,Dubai,2024-04-24,17:08,C01090,P0055,grocery,snacks,3,19.03,57.1,mobile_pay
T0017513,S005,LuLu_Store_5,Dubai,2024-12-13,22:38,C02738,P0088,grocery,snacks,2,4.61,9.22,card
T0017514,S009,LuLu_Store_9,Abu Dhabi,2023-12-09,16:22,C01857,P0006,grocery,pantry,1,16.85,16.85,card
T0017515,S012,LuLu_Store_12,Fujairah,2023-05-26,20:50,C04635,P0134,clothing,kids,1,41.51,41.51,card
T0017516,S012,LuLu_Store_12,Fujairah,2024-01-30,18:02,C03304,P0159,grocery,beverages,3,32.24,96.71,card
T0017517,S015,LuLu_Store_15,Dubai,2024-02-18,10:52,C02028,P0116,electronics,tv,1,1267.18,1267.18,cash
T0017518,S010,LuLu_Store_10,Sharjah,2024-09-29,13:02,C01776,P0116,electronics,tv,1,1372.58,1372.58,card
T0017519,S004,LuLu_Store_4,Abu Dhabi,2023-12-13,22:37,C04264,P0023,clothing,accessories,5,29.54,147.69,card
T0017520,S002,LuLu_Store_2,Fujairah,2023-06-25,21:33,C03183,P0175,electronics,mobile,1,1136.85,1136.85,cash
T0017521,S011,LuLu_Store_11,Dubai,2024-06-29,15:47,C04236,P0110,electronics,audio,3,1101.34,3304.03,cash
T0017522,S002,LuLu_Store_2,Fujairah,2023-05-23,11:15,C02862,P0174,electronics,accessories,3,1291.46,3874.37,mobile_pay
T0017523,S002,LuLu_Store_2,Fujairah,2024-06-23,17:25,C04261,P0015,grocery,beverages,1,18.32,18.32,card
T0017524,S003,LuLu_Store_3,Sharjah,2023-07-09,09:57,C03672,P0032,clothing,kids,1,46.94,46.94,cash
T0017525,S001,LuLu_Store_1,Dubai,2023-01-12,22:43,C04796,P0133,grocery,snacks,3,8.28,24.85,card
T0017526,S007,LuLu_Store_7,Dubai,2024-07-26,12:55,C03286,P0118,clothing,women,5,58.88,294.38,card
T0017527,S006,LuLu_Store_6,Dubai,2024-06-09,18:02,C01797,P0157,grocery,fresh,3,16.06,48.18,mobile_pay
T0017528,S013,LuLu_Store_13,Ajman,2023-01-12,13:55,C02390,P0111,home,kitchen,1,474.98,474.98,card
T0017529,S020,LuLu_Store_20,Dubai,2023-01-21,18:56,C01146,P0055,grocery,snacks,3,20.52,61.55,card
T0017530,S012,LuLu_Store_12,Fujairah,2024-09-09,17:23,C00783,P0140,grocery,beverages,3,1.54,4.62,mobile_pay
T0017531,S016,LuLu_Store_16,Dubai,2023-01-12,20:06,C01152,P0222,home,kitchen,2,309.08,618.17,card
T0017532,S010,LuLu_Store_10,Sharjah,2023-04-26,20:39,C03803,P0150,grocery,beverages,5,22.48,112.38,cash
T0017533,S008,LuLu_Store_8,Ajman,2024-11-27,19:15,C04552,P0183,grocery,snacks,4,24.76,99.06,cash
T0017534,S019,LuLu_Store_19,Abu Dhabi,2023-01-11,09:40,C00487,P0224,grocery,snacks,3,22.76,68.27,card
T0017535,S008,LuLu_Store_8,Ajman,2024-09-28,20:37,C04892,P0130,clothing,men,3,74.0,222.01,cash
T0017536,S004,LuLu_Store_4,Abu Dhabi,2023-03-12,16:56,C02563,P0117,electronics,mobile,2,1109.17,2218.35,cash
T0017537,S003,LuLu_Store_3,Sharjah,2023-10-22,13:08,C04269,P0027,grocery,pantry,1,27.37,27.37,card
T0017538,S019,LuLu_Store_19,Abu Dhabi,2023-04-12,15:38,C04905,P0114,grocery,snacks,2,18.14,36.29,card
T0017539,S006,LuLu_Store_6,Dubai,2023-08-25,16:40,C04545,P0114,grocery,snacks,1,17.83,17.83,mobile_pay
T0017540,S006,LuLu_Store_6,Dubai,2024-08-26,16:50,C00021,P0124,grocery,fresh,5,1.1,5.51,card
T0017541,S004,LuLu_Store_4,Abu Dhabi,2023-03-19,17:00,C01543,P0153,grocery,fresh,5,20.1,100.51,cash
T0017542,S005,LuLu_Store_5,Dubai,2023-07-11,14:18,C01269,P0070,grocery,beverages,4,1.25,4.99,card
T0017543,S005,LuLu_Store_5,Dubai,2024-03-07,22:19,C01757,P0244,clothing,men,4,41.39,165.56,cash
T0017544,S013,LuLu_Store_13,Ajman,2023-12-09,14:21,C03376,P0002,grocery,pantry,2,18.24,36.48,mobile_pay
T0017545,S005,LuLu_Store_5,Dubai,2024-09-25,13:42,C02995,P0022,grocery,pantry,1,8.44,8.44,cash
T0017546,S020,LuLu_Store_20,Dubai,2023-07-14,09:22,C04611,P0234,electronics,tv,4,311.41,1245.65,cash
T0017547,S002,LuLu_Store_2,Fujairah,2023-09-11,08:12,C01692,P0207,clothing,women,2,64.64,129.28,card
T0017548,S008,LuLu_Store_8,Ajman,2024-04-06,18:14,C01087,P0198,clothing,men,2,83.22,166.45,card
T0017549,S008,LuLu_Store_8,Ajman,2023-12-15,17:05,C04229,P0247,electronics,tv,1,187.97,187.97,card
T0017550,S003,LuLu_Store_3,Sharjah,2023-10-01,15:57,C00279,P0092,grocery,beverages,2,3.51,7.02,mobile_pay
T0017551,S011,LuLu_Store_11,Dubai,2023-05-30,10:35,C01103,P0101,grocery,snacks,1,27.03,27.03,gift_card
T0017552,S008,LuLu_Store_8,Ajman,2024-05-07,11:16,C00258,P0200,electronics,audio,2,1119.89,2239.79,card
T0017553,S003,LuLu_Store_3,Sharjah,2024-09-03,19:40,C04501,P0165,clothing,men,3,17.43,52.3,cash
T0017554,S012,LuLu_Store_12,Fujairah,2024-04-07,15:13,C02771,P0108,home,linen,2,478.44,956.88,card
T0017555,S001,LuLu_Store_1,Dubai,2023-03-07,08:23,C03504,P0214,clothing,men,2,116.19,232.38,card
T0017556,S020,LuLu_Store_20,Dubai,2023-05-03,17:11,C00573,P0033,home,decor,3,356.84,1070.53,card
T0017557,S014,LuLu_Store_14,Dubai,2023-04-06,18:12,C01138,P0184,home,decor,3,331.37,994.11,cash
T0017558,S017,LuLu_Store_17,Dubai,2023-09-05,08:58,C01056,P0005,grocery,beverages,2,7.49,14.97,card
T0017559,S008,LuLu_Store_8,Ajman,2024-09-29,10:33,C04902,P0136,grocery,beverages,6,3.59,21.55,card
T0017560,S020,LuLu_Store_20,Dubai,2024-06-18,10:47,C04440,P0202,home,kitchen,2,360.67,721.33,card
T0017561,S012,LuLu_Store_12,Fujairah,2024-11-25,19:19,C03356,P0089,grocery,pantry,1,13.75,13.75,card
T0017562,S013,LuLu_Store_13,Ajman,2023-03-17,08:19,C03066,P0076,home,decor,1,467.54,467.54,card
T0017563,S019,LuLu_Store_19,Abu Dhabi,2024-10-27,15:24,C02515,P0158,clothing,women,1,93.27,93.27,cash
T0017564,S006,LuLu_Store_6,Dubai,2023-07-21,18:53,C01392,P0007,grocery,pantry,1,24.62,24.62,card
T0017565,S004,LuLu_Store_4,Abu Dhabi,2024-09-18,17:10,C04505,P0214,clothing,men,2,116.03,232.06,card
T0017566,S004,LuLu_Store_4,Abu Dhabi,2024-08-15,09:02,C04528,P0100,grocery,fresh,2,5.58,11.16,cash
T0017567,S009,LuLu_Store_9,Abu Dhabi,2023-01-19,17:45,C00520,P0024,grocery,pantry,2,1.43,2.86,cash
T0017568,S007,LuLu_Store_7,Dubai,2024-10-04,21:33,C03691,P0137,grocery,beverages,2,24.39,48.78,mobile_pay
T0017569,S008,LuLu_Store_8,Ajman,2023-03-13,11:01,guest,P0132,home,furniture,1,390.77,390.77,card
T0017570,S013,LuLu_Store_13,Ajman,2023-10-22,10:50,C01449,P0061,grocery,beverages,2,19.05,38.1,cash
T0017571,S017,LuLu_Store_17,Dubai,2024-02-27,16:45,C00647,P0185,grocery,beverages,3,7.44,22.32,cash
T0017572,S010,LuLu_Store_10,Sharjah,2023-11-27,18:04,C04636,P0117,electronics,mobile,1,1178.99,1178.99,card
T0017573,S014,LuLu_Store_14,Dubai,2024-09-14,13:33,C04752,P0149,grocery,fresh,1,11.8,11.8,card
T0017574,S003,LuLu_Store_3,Sharjah,2023-07-22,20:44,C01605,P0050,grocery,beverages,3,14.94,44.83,cash
T0017575,S009,LuLu_Store_9,Abu Dhabi,2024-10-13,15:37,C03247,P0188,clothing,accessories,3,143.11,429.33,card
T0017576,S006,LuLu_Store_6,Dubai,2023-04-05,20:38,C01989,P0177,grocery,pantry,4,18.3,73.2,cash
T0017577,S014,LuLu_Store_14,Dubai,2023-01-17,13:03,C03513,P0091,grocery,beverages,2,24.8,49.6,card
T0017578,S016,LuLu_Store_16,Dubai,2024-11-22,22:21,C03700,P0163,grocery,beverages,3,2.64,7.91,card
T0017579,S020,LuLu_Store_20,Dubai,2023-12-02,09:35,C04829,P0001,clothing,women,2,138.59,277.18,card
T0017580,S002,LuLu_Store_2,Fujairah,2024-08-17,14:59,C01030,P0023,clothing,accessories,3,33.36,100.09,cash
T0017581,S008,LuLu_Store_8,Ajman,2024-03-08,12:53,C01934,P0232,grocery,snacks,2,3.76,7.51,card
T0017582,S004,LuLu_Store_4,Abu Dhabi,2024-04-27,15:38,C01566,P0245,grocery,fresh,1,3.03,3.03,card
T0017583,S005,LuLu_Store_5,Dubai,2023-03-13,21:19,C04344,P0008,grocery,fresh,3,26.62,79.86,card
T0017584,S009,LuLu_Store_9,Abu Dhabi,2023-03-13,18:39,C00167,P0068,grocery,beverages,2,14.93,29.85,card
T0017585,S013,LuLu_Store_13,Ajman,2024-03-05,18:16,C01190,P0118,clothing,women,2,58.12,116.25,card
T0017586,S009,LuLu_Store_9,Abu Dhabi,2023-11-27,19:52,C00658,P0036,clothing,accessories,1,53.97,53.97,card
T0017587,S019,LuLu_Store_19,Abu Dhabi,2024-10-08,17:42,C00659,P0117,electronics,mobile,4,1109.08,4436.31,card
T0017588,S014,LuLu_Store_14,Dubai,2023-04-05,19:02,C03317,P0125,grocery,beverages,3,15.66,46.99,cash
T0017589,S014,LuLu_Store_14,Dubai,2023-01-08,13:01,C00831,P0039,electronics,accessories,2,686.06,1372.12,card
T0017590,S018,LuLu_Store_18,Abu Dhabi,2024-06-18,13:06,C03478,P0073,beauty,fragrance,4,79.11,316.42,card
T0017591,S019,LuLu_Store_19,Abu Dhabi,2024-04-27,10:06,C03483,P0017,grocery,beverages,3,1.0,2.99,card
T0017592,S018,LuLu_Store_18,Abu Dhabi,2023-11-18,18:09,guest,P0099,grocery,beverages,6,18.36,110.19,cash
T0017593,S006,LuLu_Store_6,Dubai,2024-12-05,15:18,C00940,P0156,grocery,snacks,1,26.35,26.35,card
T0017594,S016,LuLu_Store_16,Dubai,2023-08-31,21:45,C02072,P0239,grocery,pantry,2,5.18,10.36,card
T0017595,S019,LuLu_Store_19,Abu Dhabi,2024-03-07,16:38,C02558,P0158,clothing,women,5,111.09,555.47,cash
T0017596,S002,LuLu_Store_2,Fujairah,2023-07-03,18:35,C02792,P0207,clothing,women,3,63.69,191.07,cash
T0017597,S019,LuLu_Store_19,Abu Dhabi,2024-10-19,22:53,C00831,P0033,home,decor,2,352.09,704.19,card
T0017598,S009,LuLu_Store_9,Abu Dhabi,2024-12-31,11:08,C04118,P0002,grocery,pantry,3,18.55,55.66,mobile_pay
T0017599,S017,LuLu_Store_17,Dubai,2024-11-11,16:12,C01616,P0045,clothing,women,2,63.42,126.85,card
T0017600,S002,LuLu_Store_2,Fujairah,2023-06-13,08:49,C01369,P0229,grocery,beverages,3,3.98,11.95,gift_card
T0017601,S020,LuLu_Store_20,Dubai,2023-04-09,10:39,C02716,P0075,clothing,men,4,92.03,368.1,cash
T0017602,S005,LuLu_Store_5,Dubai,2024-04-10,10:26,C01368,P0013,grocery,fresh,2,7.11,14.23,card
T0017603,S013,LuLu_Store_13,Ajman,2023-06-15,15:58,C00919,P0221,grocery,fresh,3,26.44,79.32,gift_card
T0017604,S017,LuLu_Store_17,Dubai,2024-05-14,08:15,C00775,P0039,electronics,accessories,2,633.85,1267.69,cash
T0017605,S007,LuLu_Store_7,Dubai,2023-11-23,11:21,C02919,P0209,home,kitchen,2,306.56,613.11,mobile_pay
T0017606,S020,LuLu_Store_20,Dubai,2024-02-19,20:00,C00626,P0099,grocery,beverages,2,18.58,37.15,cash
T0017607,S012,LuLu_Store_12,Fujairah,2023-06-24,17:28,C00370,P0007,grocery,pantry,4,20.89,83.55,gift_card
T0017608,S005,LuLu_Store_5,Dubai,2024-09-02,08:50,C02302,P0202,home,kitchen,2,406.8,813.6,mobile_pay
T0017609,S009,LuLu_Store_9,Abu Dhabi,2024-08-19,08:29,guest,P0205,grocery,pantry,2,23.42,46.83,mobile_pay
T0017610,S006,LuLu_Store_6,Dubai,2023-06-16,14:49,C03192,P0150,grocery,beverages,3,24.67,74.0,card
T0017611,S017,LuLu_Store_17,Dubai,2024-02-25,11:19,C02985,P0214,clothing,men,2,126.57,253.14,card
T0017612,S011,LuLu_Store_11,Dubai,2024-05-03,22:50,C01792,P0040,grocery,snacks,1,16.19,16.19,cash
T0017613,S013,LuLu_Store_13,Ajman,2024-04-19,09:34,C02481,P0202,home,kitchen,3,365.8,1097.4,cash
T0017614,S014,LuLu_Store_14,Dubai,2023-03-01,22:36,C00699,P0037,grocery,fresh,2,12.21,24.42,card
T0017615,S015,LuLu_Store_15,Dubai,2024-09-19,16:55,C04547,P0138,grocery,pantry,5,20.78,103.88,card
T0017616,S005,LuLu_Store_5,Dubai,2024-09-07,16:07,C01965,P0061,grocery,beverages,4,19.89,79.54,card
T0017617,S006,LuLu_Store_6,Dubai,2024-11-09,16:18,C03432,P0136,grocery,beverages,3,3.28,9.84,card
T0017618,S016,LuLu_Store_16,Dubai,2023-05-26,16:52,C01416,P0228,clothing,women,4,65.27,261.1,mobile_pay
T0017619,S011,LuLu_Store_11,Dubai,2023-10-25,13:02,C00232,P0205,grocery,pantry,4,24.2,96.79,cash
T0017620,S008,LuLu_Store_8,Ajman,2024-07-31,15:16,C04598,P0225,electronics,tv,3,1341.97,4025.91,cash
T0017621,S017,LuLu_Store_17,Dubai,2023-11-08,19:45,C02601,P0033,home,decor,3,345.89,1037.66,card
T0017622,S013,LuLu_Store_13,Ajman,2024-09-01,14:11,C02779,P0122,electronics,audio,3,1556.01,4668.04,card
T0017623,S020,LuLu_Store_20,Dubai,2023-01-09,19:55,C02253,P0170,grocery,fresh,1,27.54,27.54,cash
T0017624,S017,LuLu_Store_17,Dubai,2024-03-04,21:42,C00457,P0094,electronics,tv,1,98.44,98.44,card
T0017625,S013,LuLu_Store_13,Ajman,2024-06-17,14:27,C01018,P0138,grocery,pantry,1,17.86,17.86,cash
T0017626,S009,LuLu_Store_9,Abu Dhabi,2023-07-16,20:15,C03717,P0087,grocery,pantry,4,2.28,9.1,card
T0017627,S012,LuLu_Store_12,Fujairah,2024-03-27,10:24,C04200,P0199,electronics,tv,4,1016.22,4064.87,card
T0017628,S019,LuLu_Store_19,Abu Dhabi,2024-12-26,15:46,C03475,P0162,grocery,fresh,2,11.42,22.85,card
T0017629,S006,LuLu_Store_6,Dubai,2024-10-06,10:55,guest,P0130,clothing,men,2,70.48,140.96,mobile_pay
T0017630,S009,LuLu_Store_9,Abu Dhabi,2024-02-19,14:08,C01019,P0097,grocery,fresh,3,10.56,31.68,cash
T0017631,S004,LuLu_Store_4,Abu Dhabi,2024-02-28,18:28,C03252,P0197,electronics,tv,1,1460.53,1460.53,cash
T0017632,S001,LuLu_Store_1,Dubai,2023-02-05,16:28,C04385,P0085,grocery,snacks,1,3.74,3.74,card
T0017633,S004,LuLu_Store_4,Abu Dhabi,2024-05-13,21:10,C00421,P0108,home,linen,2,490.49,980.97,cash
T0017634,S015,LuLu_Store_15,Dubai,2024-09-29,11:16,C00680,P0147,grocery,snacks,1,27.37,27.37,card
T0017635,S004,LuLu_Store_4,Abu Dhabi,2023-12-03,22:44,C04411,P0213,clothing,men,5,54.3,271.49,card
T0017636,S019,LuLu_Store_19,Abu Dhabi,2023-06-05,12:30,C01105,P0160,grocery,beverages,1,11.32,11.32,mobile_pay
T0017637,S016,LuLu_Store_16,Dubai,2024-11-13,11:30,C00915,P0232,grocery,snacks,1,3.95,3.95,card
T0017638,S003,LuLu_Store_3,Sharjah,2024-11-27,17:20,C02952,P0247,electronics,tv,1,167.62,167.62,cash
T0017639,S017,LuLu_Store_17,Dubai,2024-09-30,19:15,C04958,P0104,beauty,fragrance,3,69.52,208.57,card
T0017640,S014,LuLu_Store_14,Dubai,2023-12-01,15:58,C04020,P0171,clothing,kids,2,49.43,98.86,cash
T0017641,S019,LuLu_Store_19,Abu Dhabi,2024-01-24,11:14,C02334,P0165,clothing,men,1,20.22,20.22,gift_card
T0017642,S017,LuLu_Store_17,Dubai,2024-03-05,17:57,C04274,P0114,grocery,snacks,3,18.73,56.18,cash
T0017643,S011,LuLu_Store_11,Dubai,2024-12-11,22:39,C02537,P0048,clothing,men,2,70.08,140.16,card
T0017644,S005,LuLu_Store_5,Dubai,2024-10-07,15:40,C02495,P0173,grocery,fresh,2,28.24,56.48,card
T0017645,S002,LuLu_Store_2,Fujairah,2024-06-05,09:05,C00306,P0204,grocery,snacks,2,14.65,29.3,card
T0017646,S004,LuLu_Store_4,Abu Dhabi,2023-08-23,15:53,C00304,P0095,home,furniture,1,174.72,174.72,cash
T0017647,S010,LuLu_Store_10,Sharjah,2023-05-02,18:07,C02733,P0072,grocery,fresh,2,18.23,36.46,card
T0017648,S006,LuLu_Store_6,Dubai,2024-08-22,18:11,C02990,P0173,grocery,fresh,4,29.44,117.76,mobile_pay
T0017649,S001,LuLu_Store_1,Dubai,2024-04-21,08:59,C04004,P0054,clothing,men,4,133.08,532.34,card
T0017650,S009,LuLu_Store_9,Abu Dhabi,2024-10-19,22:38,C04821,P0107,clothing,men,1,67.04,67.04,cash
T0017651,S007,LuLu_Store_7,Dubai,2023-05-12,08:38,C00046,P0091,grocery,beverages,3,25.41,76.22,gift_card
T0017652,S016,LuLu_Store_16,Dubai,2023-04-13,19:20,guest,P0008,grocery,fresh,3,26.22,78.65,card
T0017653,S007,LuLu_Store_7,Dubai,2023-01-21,21:10,C02205,P0100,grocery,fresh,2,5.32,10.65,card
T0017654,S005,LuLu_Store_5,Dubai,2024-12-18,15:53,C02814,P0210,clothing,kids,1,72.22,72.22,cash
T0017655,S009,LuLu_Store_9,Abu Dhabi,2023-02-14,13:55,C03500,P0142,electronics,accessories,1,436.85,436.85,card
T0017656,S007,LuLu_Store_7,Dubai,2024-09-12,19:38,C03549,P0080,clothing,men,1,116.38,116.38,mobile_pay
T0017657,S002,LuLu_Store_2,Fujairah,2024-04-06,14:55,C03385,P0094,electronics,tv,2,95.66,191.32,cash
T0017658,S018,LuLu_Store_18,Abu Dhabi,2024-01-14,09:41,C01495,P0075,clothing,men,3,96.67,290.01,card
T0017659,S018,LuLu_Store_18,Abu Dhabi,2023-12-08,22:16,C04654,P0018,grocery,fresh,4,4.56,18.26,cash
T0017660,S010,LuLu_Store_10,Sharjah,2024-01-05,19:57,C04204,P0080,clothing,men,4,118.04,472.18,cash
T0017661,S001,LuLu_Store_1,Dubai,2023-10-26,11:46,C04342,P0165,clothing,men,4,19.0,76.02,cash
T0017662,S019,LuLu_Store_19,Abu Dhabi,2023-02-12,11:37,C02378,P0055,grocery,snacks,2,19.17,38.33,card
T0017663,S003,LuLu_Store_3,Sharjah,2024-05-12,11:29,C04703,P0046,grocery,beverages,2,24.09,48.18,card
T0017664,S003,LuLu_Store_3,Sharjah,2024-04-11,22:08,C03738,P0245,grocery,fresh,2,3.06,6.12,card
T0017665,S011,LuLu_Store_11,Dubai,2024-12-12,19:26,C02803,P0058,electronics,accessories,3,585.35,1756.04,card
T0017666,S009,LuLu_Store_9,Abu Dhabi,2024-06-26,14:39,C04653,P0237,grocery,fresh,2,19.73,39.45,card
T0017667,S019,LuLu_Store_19,Abu Dhabi,2024-04-25,15:18,C00038,P0184,home,decor,3,335.53,1006.58,gift_card
